<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20110330,480.24,480,469,480.24,36221505
20110403,487.53,499,481,498.68,8043536
20110404,515.27,515,515,515.27,1224225
20110405,523.27,523,523,523.27,25757245
20110406,541.86,544,531,544.15,61650085
20110409,554.73,558,522,521.56,10274678
20110410,511.27,520,511,511.27,30831703
20110411,511.84,532,512,525.71,28885027
20110412,529.14,542,506,508.55,21339304
20110413,508.69,518,493,500.26,11150998
20110416,503.97,518,503,508.26,11706777
20110417,511.84,515,493,498.11,8017649
20110418,500.4,505,486,486.39,6566777
20110419,490.39,493,476,483.24,6998112
20110420,486.39,502,486,498.97,15277436
20110423,508.98,520,505,514.98,10972901
20110424,527.42,527,499,498.97,6754978
20110425,502.26,502,489,491.68,5767583
20110426,493.39,500,493,494.11,3510164
20110427,490.39,490,477,484.67,7425918
20110430,460.51,462,461,460.51,14271227
20110501,442.21,461,442,458.94,27072203
20110502,461.51,462,462,461.51,5600031
20110503,479.95,480,472,479.95,24029195
20110504,490.39,499,480,498.83,20565444
20110508,497.54,498,477,477.24,10233382
20110509,481.81,498,482,494.97,5488351
20110510,497.97,498,476,486.1,9346771
20110511,481.67,482,470,474.52,6858425
20110514,473.24,486,470,471.52,1766085
20110515,473.81,493,474,487.39,11969056
20110516,487.53,488,469,477.52,5039277
20110517,478.95,488,475,480.67,3988852
20110518,483.24,486,471,474.81,5195548
20110521,466.09,472,458,462.51,10327285
20110522,457.65,465,445,453.65,4263682
20110523,457.37,457,436,445.21,8789922
20110524,442.78,448,425,428.91,14381713
20110525,428.63,429,421,421.05,5262625
20110528,410.47,422,405,404.61,3847570
20110529,394.46,394,394,394.46,1897746
20110530,384.88,417,385,416.9,21670069
20110531,411.76,416,405,415.9,8247839
20110601,415.9,424,399,416.62,6258420
20110606,427.63,431,420,421.77,3474000
20110607,427.2,427,409,408.61,5680829
20110608,407.47,414,395,397.32,7553826
20110611,390.17,390,385,385.31,16185819
20110612,377.59,393,373,378.87,6928927
20110613,376.73,388,370,370.44,6425897
20110614,371.87,383,365,367.44,10603658
20110615,371.73,372,362,369.01,3756265
20110618,366.29,382,366,382.45,9660726
20110619,388.17,390,380,383.16,9877132
20110620,386.02,386,376,376.59,4357364
20110621,377.16,383,375,376.59,3274392
20110622,376.59,382,366,371.3,7111280
20110625,368.87,370,357,360.29,5493626
20110626,358,360,346,346.42,7966446
20110627,340.41,347,335,334.55,3903655
20110628,328.12,347,328,337.27,8848452
20110629,341.13,351,341,350.99,2700152
20110702,361.43,362,359,361.72,2654794
20110703,371.58,372,353,357.43,6962863
20110704,357.43,365,352,353.14,2637238
20110705,354.57,365,343,344.56,3572934
20110706,344.56,362,340,356.57,4623797
20110724,405.12,407,393,406.74,15275247
20110725,412.29,412,387,386.66,10187034
20110726,384.15,396,378,383.61,6421397
20110727,385.41,389,380,380.21,4150127
20110730,380.92,384,367,370.71,3534467
20110731,366.94,368,358,367.48,5112612
20110801,367.48,375,367,374.65,3215686
20110802,379.31,389,378,379.67,7828870
20110803,385.23,393,376,384.69,5392175
20110806,380.92,381,370,370.17,4007977
20110807,372.68,373,364,369.81,4561855
20110808,371.6,382,370,374.65,5163055
20110809,372.86,373,360,360.67,7777349
20110810,367.66,373,365,368.91,3942410
20110813,369.27,373,367,369.09,3710307
20110814,376.44,384,375,377.7,14339197
20110815,380.03,380,367,372.86,3632234
20110816,384.69,385,379,382.72,11198311
20110817,385.41,398,380,395.26,16299237
20110820,396.16,397,379,387.2,7181511
20110821,387.38,401,386,398.67,8604395
20110823,398.13,412,398,411.76,8851127
20110824,412.47,423,408,409.07,7604823
20110827,414.27,418,398,401.72,5853942
20110828,402.44,402,388,388.09,10495658
20110829,384.33,403,382,394.37,5733734
20110830,396.16,396,388,392.58,3176887
20110903,392.58,402,392,400.46,4264563
20110904,394.37,402,391,392.58,4220361
20110905,394.37,397,389,394.37,3788402
20110906,396.16,402,396,400.1,3964879
20110907,401.54,402,393,398.85,4337534
20110910,401.36,413,401,413.19,8360507
20110911,421.08,425,414,418.75,10706428
20110912,422.15,422,405,406.92,5493378
20110913,414.09,419,412,412.65,4325493
20110914,416.24,419,407,412.29,3686865
20110917,412.29,412,401,403.15,2790891
20110918,402.79,416,399,406.38,16685080
20110919,407.99,410,400,405.12,1816602
20110920,410.5,411,402,405.3,3190213
20110921,405.12,416,403,410.5,4323965
20110925,407.28,411,400,402.08,2139262
20110926,403.33,403,390,394.01,4389451
20110927,400.1,405,394,397.6,3079318
20110928,398.31,399,394,395.62,2869463
20111001,395.8,396,387,392.4,2840525
20111002,393.83,394,390,394.19,3419716
20111003,394.37,408,394,399.75,6063813
20111004,399.57,407,394,401.54,6017884
20111005,401.54,412,398,407.63,37212995
20111008,409.61,416,404,406.92,2912764
20111009,407.81,414,406,405.66,4818934
20111010,408.71,413,403,408.71,4174904
20111011,406.02,412,406,406.74,3291891
20111012,406.92,410,402,403.33,3354848
20111015,402.97,403,389,390.6,5978143
20111016,386.12,391,378,380.03,7030319
20111017,378.24,386,375,385.58,4311673
20111018,385.76,397,385,396.16,3959383
20111019,398.85,399,388,388.99,3234343
20111022,390.6,391,383,384.15,2195142
20111023,385.41,389,382,384.51,3183592
20111024,383.25,384,376,383.61,3146330
20111025,383.25,384,380,382,2157100
20111026,383.61,384,380,382.36,2046887
20111029,384.33,384,381,383.08,2177554
20111030,380.03,384,375,383.61,2351552
20111031,383.61,384,376,380.03,1043889
20111101,379.67,386,378,382.72,1972081
20111102,388.09,393,384,386.84,2715275
20111105,387.2,387,376,378.24,2445555
20111106,376.62,377,367,371.06,5934597
20111108,367.12,367,355,354.57,6139291
20111109,357.98,371,358,371.24,4298821
20111112,373.75,376,371,372.32,2685407
20111113,371.06,371,364,364.97,2819404
20111114,366.94,369,366,367.48,2552894
20111116,367.12,367,366,366.94,1522358
20111119,369.45,371,367,369.99,1590828
20111120,367.84,370,358,358.7,3444679
20111121,359.41,360,351,358.52,3610617
20111122,356.55,357,341,340.77,4387163
20111123,337.01,340,330,331.63,4919017
20111126,338.8,340,323,328.04,3071852
20111127,331.99,333,319,319.08,8806526
20111128,323.56,327,314,317.29,5503327
20111129,320.87,330,321,329.84,3056391
20111130,334.32,334,327,332.52,5540463
20111203,333.6,344,333,344.18,4875675
20111204,352.96,357,352,356.55,7436356
20111207,367.48,370,362,370.35,10248056
20111210,376.44,378,356,362.1,5530766
20111211,362.1,362,351,350.99,2454503
20111212,345.07,364,345,358.88,3836588
20111213,359.23,369,359,362.1,2938574
20111214,363.89,364,350,356.01,2946227
20111217,355.65,356,349,349.55,2042534
20111218,352.96,367,352,366.58,6058769
20111219,374.29,374,356,358.52,3483472
20111220,358.52,359,352,351.88,2372394
20111221,356.9,357,344,346.33,5415287
20111224,347.76,350,342,346.15,1608431
20111225,347.76,355,344,348.66,2537244
20111226,352.78,353,341,342.38,2475780
20111227,347.58,348,339,340.59,1407596
20111228,340.59,356,338,349.73,3904568
20111231,353.86,354,346,350.45,1485172
20120101,352.42,353,342,347.76,1586077
20120102,344.18,346,340,344.53,1602201
20120103,340.23,347,340,342.38,4464695
20120104,342.38,353,342,347.76,4336113
20120107,345.25,351,344,344.36,1823581
20120108,342.56,348,337,340.77,2418698
20120109,339.16,344,338,340.41,3645665
20120110,343.28,350,337,344.89,4587306
20120111,348.84,349,339,344.18,5669063
20120115,345.25,345,335,337.19,4732381
20120116,337.54,342,337,337.9,5311630
20120117,340.59,341,337,336.83,3460447
20120118,336.11,346,332,344,5993226
20120121,340.41,340,333,332.7,3673582
20120123,331.99,332,322,321.59,10868173
20120125,312.09,316,310,309.76,7575314
20120128,323.02,323,323,323.02,1463814
20120129,328.94,329,323,328.94,9048244
20120130,331.63,332,319,319.08,2241412
20120131,319.08,322,313,322.49,3518446
20120201,318.18,321,309,317.47,3031382
20120204,313.88,322,312,313.88,2644051
20120205,319.08,319,304,306.17,4966435
20120206,305.1,310,301,301.33,2705143
20120207,302.59,303,291,292.19,6169244
20120208,291.83,292,287,288.79,3598260
20120212,288.07,290,280,280.9,2887646
20120213,279.64,280,274,273.55,4005222
20120214,264.23,268,264,263.69,3570541
20120215,255.26,275,255,274.98,6575293
20120218,276.95,277,277,276.95,3062754
20120219,287.71,288,288,287.71,3507218
20120221,308.5,310,303,302.77,2686395
20120222,318.72,319,296,295.96,9170580
20120225,298.29,298,288,287.89,2746852
20120226,284.48,293,281,292.19,3164957
20120227,291.83,297,291,295.78,2444359
20120228,297.75,299,294,297.57,2163512
20120229,300.97,301,291,290.76,2440196
20120303,295.96,296,285,290.4,2203333
20120304,292.19,294,289,290.22,1749597
20120305,290.22,292,285,291.83,3192089
20120306,291.29,292,284,285.02,1723388
20120307,295.42,300,288,299.36,3513385
20120310,304.74,309,298,309.22,5089333
20120311,319.44,319,315,319.44,5723840
20120314,322.67,330,317,320.87,6982248
20120317,313.7,315,310,309.58,1616305
20120318,303.84,312,304,306.71,9600088
20120324,313.7,317,311,317.11,1150706
20120325,321.23,321,315,321.23,9903316
20120326,324.46,327,317,324.28,4459379
20120327,325.35,332,323,329.3,3293953
20120328,328.94,331,325,329.66,2556063
20120402,329.66,330,317,318.36,2536180
20120403,320.33,320,310,310.3,2933681
20120404,304.74,311,303,306.17,2897935
20120407,304.92,314,299,299.54,3134322
20120408,299.54,305,291,293.09,4251610
20120409,295.78,299,287,290.4,3767264
20120410,295.78,296,287,286.81,2981299
20120411,288.79,301,289,301.15,4782816
20120414,307.25,309,304,309.4,5938420
20120415,320.16,320,320,320.16,3144878
20120416,332.88,333,333,332.88,3451606
20120417,328.04,332,320,319.62,14886395
20120418,319.62,320,311,312.99,3501816
20120421,315.14,315,301,306.35,3860146
20120422,304.74,312,302,310.12,2081322
20120423,310.12,317,305,309.04,3093682
20120424,310.83,311,305,307.43,2324564
20120428,304.74,309,303,305.64,2443542
20120429,309.22,319,309,318.54,7103814
20120430,319.08,322,314,315.32,3221663
20120501,313.88,315,308,308.32,3505614
20120502,308.32,317,307,316.21,2070050
20120505,314.96,319,314,316.39,3574878
20120506,318.36,322,314,315.85,2454460
20120507,318.18,318,309,311.91,1848235
20120508,315.49,317,308,310.12,1959244
20120509,311.91,312,304,305.81,2811057
20120512,304.74,307,296,296.85,2023651
20120513,297.57,307,294,303.84,2222431
20120514,304.92,308,303,303.66,4118372
20120515,306.53,310,302,302.95,2175405
20120516,304.56,305,296,300.26,2907122
20120519,302.05,303,296,300.26,1364926
20120520,299.72,302,297,297.57,2726908
20120521,302.59,304,298,299.36,3557028
20120522,302.59,308,299,307.61,4911788
20120523,311.01,315,310,315.32,3444049
20120526,303.48,303,302,301.69,1122872
20120527,298.82,307,299,299.72,6499388
20120528,304.92,306,297,299.36,2004705
20120529,299.36,299,296,298.47,2288663
20120530,297.57,298,292,293.98,2393657
20120602,295.96,304,290,302.77,106712303
20120605,298.47,301,291,293.09,104836676
20120606,296.13,298,290,295.42,14838658
20120609,292.19,292,284,283.95,1166882
20120610,280.54,287,281,280.54,5128724
20120611,279.64,286,273,281.44,2092978
20120612,281.62,285,281,285.02,1916410
20120613,285.02,287,281,285.38,2019625
20120616,283.77,287,278,277.85,2914534
20120617,276.42,285,276,283.23,7020167
20120619,279.82,285,278,281.44,1635376
20120620,282.87,283,272,272.11,2160918
20120630,270.68,271,269,269.96,5119617
20120701,269.07,271,260,264.05,2122543
20120702,264.41,271,264,265.66,3570886
20120703,268.89,269,258,261.36,102926068
20120704,265.3,265,258,261.72,1975791
20120707,257.59,262,253,257.95,1432777
20120708,257.95,258,250,249.53,4501152
20120709,242,249,241,240.92,3976201
20120710,241.28,243,234,240.21,3185402
20120711,239.13,247,239,245.58,289189621
20120714,249.17,249,237,236.62,2296181
20120715,240.21,240,234,233.57,3321331
20120716,224.61,229,225,224.61,7265964
20120717,222.28,226,216,225.87,405697392
20120723,268.91,275,264,273.38,14539780
20120724,278.12,281,274,281.28,5781212
20120725,290.75,291,291,290.75,3008957
20120728,299.17,299,280,282.07,22987606
20120729,283.12,286,279,279.44,2093194
20120730,276.28,278,272,274.44,7724204
20120731,273.12,282,272,281.28,4395014
20120801,281.28,282,267,270.49,2665828
20120804,268.91,269,263,263.39,2147357
20120805,256.54,262,257,259.96,7271423
20120806,258.12,268,258,266.81,212998146
20120807,266.54,272,263,262.86,113922355
20120808,264.17,273,260,270.75,97282376
20120811,273.65,275,273,275.23,1804648
20120812,281.28,281,269,274.96,6277889
20120813,276.28,276,273,274.17,1771836
20120814,273.65,279,270,271.02,4236108
20120815,277.33,277,266,273.65,2864346
20120818,273.65,276,271,273.65,2088872
20120821,276.28,278,275,278.38,2349504
20120822,277.86,283,277,280.75,276592329
20120825,278.91,287,279,285.49,165065608
20120826,286.8,288,278,277.59,93492891
20120827,278.12,284,273,273.65,2108538
20120902,276.54,279,272,273.38,2618388
20120903,276.28,285,276,285.22,7119614
20120904,289.43,294,285,294.17,5089522
20120905,304.43,304,298,302.33,9838915
20120908,302.06,302,290,290.49,4594538
20120909,283.91,284,284,283.65,1027116
20120910,279.96,286,280,279.96,7991901
20120911,283.12,289,281,286.8,3348385
20120915,288.64,295,285,295.22,10298668
20120916,294.7,295,283,283.65,4887667
20120917,284.17,295,283,286.8,3813639
20120918,291.8,302,290,301.8,11072931
20120919,302.06,311,302,311.01,17545001
20120922,321.01,323,316,322.59,3526933
20120923,334.43,334,313,321.01,18908876
20120924,318.64,335,316,328.64,18720501
20120925,333.38,335,324,335.22,12657586
20120926,340.74,344,337,344.43,6596349
20120929,356.53,357,357,356.53,3152446
20120930,370.74,371,358,368.63,25907051
20121001,369.69,370,354,354.43,3260278
20121002,343.37,354,343,343.37,18630062
20121003,344.43,358,335,339.43,12033823
20121006,335.22,344,333,333.38,3463792
20121007,321.27,321,321,321.27,2779823
20121008,335.48,335,335,335.48,2899605
20121009,347.85,348,348,347.85,3108256
20121010,348.64,349,334,336.8,28768702
20121013,325.75,327,325,324.96,5656454
20121014,313.12,334,313,331.53,8269982
20121015,330.48,334,321,321.27,3750634
20121016,318.38,323,314,314.43,5662197
20121017,314.43,315,305,309.96,4726603
20121020,312.33,318,308,312.85,4152774
20121030,242.07,250,233,248.91,19326811
20121031,247.33,252,242,252.07,4460428
20121104,259.96,260,260,259.96,1197069
20121105,263.91,264,264,263.91,475478
20121106,265.49,265,265,265.49,1983787
20121107,272.07,272,266,272.07,29984328
20121110,275.49,275,264,266.28,4121521
20121111,266.02,267,263,264.44,3399965
20121112,263.12,264,262,263.12,3093680
20121113,263.12,268,262,261.81,3393152
20121114,263.12,263,257,258.65,2946593
20121117,256.81,260,250,250.76,4619587
20121118,260.49,262,260,261.81,1303295
20121119,265.75,266,266,265.75,103472241
20121120,276.28,276,276,276.28,3159238
20121121,287.33,287,273,278.65,13529575
20121126,276.02,278,271,271.02,4902794
20121127,265.75,283,266,283.38,111157727
20121128,276.28,289,276,284.17,4135355
20121201,286.01,293,275,281.54,110900132
20121202,277.59,284,274,276.28,107020961
20121203,275.75,278,269,271.28,106454180
20121204,273.65,274,268,271.02,106240676
20121205,269.7,276,269,271.02,107143115
20121208,272.07,276,272,272.33,4613073
20121209,268.91,274,266,268.38,109275610
20121210,265.49,271,264,265.75,4045120
20121211,266.28,268,264,266.28,3349976
20121212,267.33,277,267,276.8,7626661
20121215,281.01,281,271,271.02,106153746
20121216,271.02,275,267,267.07,4729485
20121217,270.75,271,265,268.91,107691536
20121218,269.96,278,270,275.49,5500582
20121219,276.28,276,271,271.28,4417072
20121222,268.38,276,266,271.02,109589939
20121223,270.75,272,266,267.07,110703211
20130113,256.54,257,246,247.33,7391410
20130114,247.07,247,239,239.18,113955843
20130115,239.44,245,231,241.81,110688936
20130116,243.91,247,240,247.33,5471168
20130119,255.23,255,255,255.23,851781
20130120,257.86,258,258,257.86,743872
20130121,260.49,260,260,260.49,3563272
20130122,270.75,271,255,257.6,16009835
20130123,263.12,264,256,259.18,4998912
20130126,261.02,261,250,252.6,3092835
20130127,252.33,255,244,246.02,74260880
20130128,244.44,251,244,250.49,3118969
20130130,249.97,253,247,247.6,2218223
20130202,259.96,260,260,259.96,2193575
20130203,267.33,267,267,267.33,10177216
20130204,267.07,270,257,259.44,8403810
20130205,262.86,263,253,257.6,6142545
20130209,265.75,266,255,256.54,1765364
20130211,259.96,260,253,252.86,3481683
20130212,252.6,253,245,248.12,7791363
20130213,249.97,257,247,253.39,5583055
20130216,248.12,255,247,252.07,3916230
20130217,252.07,252,245,246.02,4407499
20130218,246.02,246,242,242.86,3786846
20130219,242.86,247,242,244.44,2760339
20130220,242.34,254,242,253.65,5375174
20130304,281.8,293,282,292.85,18196810
20130305,289.17,300,280,280.22,13214530
20130306,276.28,276,276,276.28,422195
20130309,274.7,275,275,274.7,418323
20130310,273.12,273,273,273.12,588479
20130311,271.28,271,271,271.28,520060
20130312,269.44,269,269,269.44,478054
20130313,267.86,268,268,267.86,2221484
20130316,260.23,260,260,260.23,1041249
20130317,256.81,257,257,256.81,801773
20130326,247.07,253,237,247.86,7006682
20130327,247.86,248,240,244.97,4885517
20130330,247.33,248,242,242.6,2747177
20130331,242.6,247,242,244.7,3322290
20130403,246.02,254,245,254.18,5113713
20130406,255.23,257,247,251.81,5682669
20130407,249.7,250,241,243.12,6896200
20130408,242.07,242,237,238.65,7801876
20130409,241.02,241,232,231.55,6891446
20130410,230.76,237,226,230.23,12368934
20130413,229.97,230,218,218.13,12826466
20130415,218.13,218,210,210.23,5942187
20130416,208.13,217,206,207.87,10347779
20130417,211.81,214,208,209.71,5990358
20130420,212.08,213,207,208.39,4183548
20130421,210.23,213,205,210.5,4136416
20130422,209.97,217,203,217.08,4236195
20130423,220.5,221,216,220.76,5583133
20130424,226.28,228,224,228.13,3700561
20130427,234.18,236,224,233.39,9156307
20130428,236.81,239,225,228.65,6678156
20130429,232.86,242,227,241.55,9682917
20130430,240.76,249,237,249.44,8802151
20130501,254.97,258,255,257.86,6726808
20130504,267.6,268,268,267.6,3474692
20130505,278.12,278,260,264.44,20406181
20130506,273.65,274,262,261.81,4059039
20130507,253.91,254,254,253.91,676112
20130508,251.81,252,252,251.81,1340378
20130511,247.33,247,247,247.33,1182621
20130512,254.18,263,247,252.33,10824965
20130513,252.33,252,244,243.65,2477858
20130514,236.55,243,237,236.55,5316483
20130515,231.81,237,229,229.44,5343215
20130518,230.23,231,223,223.92,4619362
20130519,230.76,234,221,232.86,4257836
20130520,236.55,239,234,239.44,3387497
20130521,246.02,246,239,244.7,3752754
20130522,234.18,242,234,234.18,4133578
20130525,239.44,243,235,239.44,2565436
20130526,242.6,246,237,236.81,4671689
20130527,240.76,243,236,236.02,3364452
20130528,236.81,242,234,238.13,2336735
20130529,236.81,247,234,242.07,8775314
20130601,244.7,247,237,238.39,4992450
20130602,239.18,249,238,248.65,8066968
20130603,249.97,255,247,254.7,6482274
20130608,243.65,253,243,243.12,5497584
20130609,240.49,242,236,236.02,3564052
20130610,239.44,245,235,239.7,1882752
20130611,242.07,246,239,243.65,3305681
20130612,243.65,251,241,246.55,6053598
20130615,256.02,256,256,256.02,3111460
20130616,266.02,266,266,266.02,3120000
20130617,276.54,277,277,276.54,3081663
20130618,287.59,288,288,287.59,2448996
20130619,296.54,297,285,296.54,43711243
20130622,306.54,307,307,306.54,3108644
20130623,318.64,319,300,311.8,25375698
20130625,311.8,312,303,303.12,4994744
20130626,292.85,293,293,292.85,3260957
20130629,281.28,304,281,304.43,34885447
20130630,306.01,306,306,306.01,3101730
20130701,318.11,318,307,310.75,25800379
20130702,306.8,309,303,305.22,26075178
20130703,302.59,316,303,315.75,22835782
20130706,327.06,327,327,327.06,5741283
20130707,339.95,340,328,339.95,19048465
20130708,353.11,353,353,353.11,9820314
20130709,367.06,367,360,367.06,13293027
20130710,381.26,381,353,353.37,19710752
20130713,354.16,368,354,354.16,5971298
20130714,340.74,348,341,340.74,15554645
20130715,342.58,355,343,352.58,11762072
20130716,345.48,347,338,337.85,4169947
20130717,331.53,347,327,326.8,16648140
20130721,346.79,347,329,346.79,12584582
20130723,363.11,376,350,352.58,17210985
20130724,355.21,374,347,359.16,15872634
20130727,355.21,362,348,349.16,7230750
20130728,338.11,355,338,346.01,5623205
20130729,346.27,356,346,354.16,4706163
20130731,357.85,363,350,362.85,11524740
20130803,367.06,367,348,352.06,9597770
20130804,355.21,362,343,352.58,8999112
20130805,347.32,363,347,350.74,3456572
20130806,349.95,358,347,353.64,4429888
20130807,357.06,368,355,368.11,17468870
20130811,379.16,379,379,379.16,2653042
20130812,392.05,392,392,392.05,2448284
20130813,404.42,404,404,404.42,2410415
20130814,416.79,417,405,416.79,35213482
20130817,433.36,433,433,433.36,2861469
20130818,449.15,449,433,449.15,66617633
20130819,438.36,445,429,431.52,29464985
20130824,465.99,484,466,484.41,19964044
20130825,500.19,500,467,468.36,32598435
20130826,473.62,483,474,473.62,23580437
20130827,473.62,494,456,455.99,37811663
20130828,460.73,461,461,460.73,543758
20130831,457.31,457,457,457.31,2937583
20130901,440.2,440,440,440.2,3703715
20130903,422.84,423,423,422.84,366867
20130904,420.73,421,421,420.73,63472
20130907,420.47,420,420,420.47,4488
20130908,420.47,420,420,420.47,395890
20130909,418.36,418,418,418.36,120990
20130910,417.57,435,418,424.42,47177600
20130911,436.52,437,404,404.42,18119071
20130914,428.63,429,399,428.63,18043711
20130915,441.26,441,415,422.31,23675824
20130916,416.26,426,416,418.36,4013831
20130917,418.89,434,419,433.63,9693039
20130918,449.94,450,450,449.94,3023181
20130921,467.3,467,467,467.3,19489993
20130922,485.99,486,486,485.99,22451966
20130923,505.19,505,505,505.19,3130000
20130924,525.19,525,487,514.4,44723414
20130925,496.51,526,497,496.51,39097591
20130928,526.24,526,517,526.24,30144926
20130929,515.72,532,505,504.93,21361725
20130930,491.51,492,492,491.51,810360
20131001,486.25,515,486,486.51,36122672
20131002,481.51,485,471,471.25,8243420
20131005,460.73,471,453,453.36,11280334
20131006,447.31,473,447,473.09,19829886
20131007,486.25,487,460,460.46,18279611
20131008,465.73,468,461,461.25,6581119
20131009,447.83,474,448,457.83,12995301
20131012,465.46,475,458,469.94,12077255
20131013,473.62,486,453,452.57,14405574
20131014,460.46,460,443,442.57,15113386
20131015,449.94,459,448,449.94,11457100
20131019,470.73,471,471,470.73,5954774
20131020,470.99,474,453,460.46,15259583
20131021,457.83,481,456,480.99,24167066
20131022,486.25,498,469,470.99,37459460
20131026,421,438,421,437.84,3352473
20131027,446.78,447,421,444.41,13691367
20131028,455.73,457,453,456.52,4629895
20131029,474.41,474,448,452.57,14767216
20131030,455.73,476,448,458.36,11355933
20131102,465.46,468,454,454.41,7546936
20131103,452.83,463,440,439.94,12841544
20131104,428.1,434,427,427.05,13429118
20131105,428.89,439,421,429.15,9175208
20131106,432.84,437,421,434.15,8827922
20131109,446.25,446,446,446.25,2891795
20131110,444.41,444,428,430.73,10664734
20131111,434.15,447,425,441.78,9464230
20131112,447.31,456,445,455.73,5984668
20131116,468.36,472,462,472.04,14633685
20131117,481.51,485,455,460.46,14475551
20131118,460.73,477,461,468.09,9009396
20131119,473.36,482,466,468.36,10219083
20131120,468.36,474,460,468.36,9255390
20131123,485.72,486,484,485.72,7258899
20131124,504.93,505,505,504.93,677777
20131125,509.4,509,509,509.4,1283186
20131126,517.56,518,509,517.56,25359599
20131127,537.56,538,526,537.56,17052869
20131130,558.87,559,559,558.87,6660306
20131201,580.97,581,581,580.97,3278749
20131202,604.13,604,604,604.13,47282252
20131203,628.07,628,580,592.02,209184328
20131204,594.66,616,575,605.71,140873836
20131207,604.39,604,604,604.39,3318000
20131208,628.34,628,592,618.34,175582154
20131209,610.44,618,583,617.02,22488268
20131210,615.71,627,611,627.28,15136376
20131211,638.86,650,607,628.6,131915678
20131214,590.45,601,590,590.45,125568007
20131215,586.5,613,581,584.13,21595011
20131216,592.02,615,581,614.13,30183325
20131217,618.34,628,613,628.34,20367023
20131218,623.6,649,616,648.6,24288970
20131221,671.22,671,671,671.22,18486852
20131222,670.96,671,644,644.39,24700446
20131224,631.49,655,630,630.44,21967031
20131225,620.97,635,610,610.18,12555224
20131228,599.92,634,598,604.65,16110304
20131229,614.92,624,587,594.66,19944516
20131230,602.55,618,579,618.34,28812413
20140101,639.12,639,613,622.28,69026532
20140104,627.55,628,595,595.45,12800115
20140105,592.02,608,583,590.71,17722888
20140106,596.23,618,596,617.55,60041378
20140107,617.28,638,593,601.23,29578139
20140108,597.02,629,593,606.76,24147635
20140111,623.07,623,589,589.66,16761406
20140112,584.66,592,570,575.97,23102783
20140113,594.39,594,594,594.39,8843863
20140114,618.07,618,582,615.44,30662609
20140115,615.71,631,585,626.23,43685763
20140118,628.86,641,610,618.34,16010905
20140120,620.97,636,603,603.34,17526934
20140121,618.07,629,587,587.03,10942692
20140122,579.13,587,576,575.97,13658075
20140125,559.13,597,555,565.71,14293518
20140126,573.61,579,549,549.14,4716818
20140127,532.82,540,533,539.4,32989788
20140128,545.98,554,539,554.4,9202083
20140129,568.08,574,555,573.87,7488023
20140201,594.39,594,594,594.39,3108144
20140202,597.29,597,571,570.71,11020604
20140203,555.45,578,555,558.34,11812239
20140204,568.34,578,540,552.82,6030986
20140205,549.93,550,540,539.93,9607108
20140208,519.4,520,519,519.4,7301959
20140209,499.93,523,499,498.88,9497274
20140210,504.14,510,484,483.88,6617253
20140212,468.62,469,469,468.62,183429
20140215,467.57,497,468,471.25,7867488
20140216,460.99,489,461,483.88,5340220
20140217,494.41,504,477,497.56,6970650
20140218,482.04,497,478,478.88,4740654
20140219,471.51,495,472,484.93,5145911
20140301,499.67,513,500,505.72,5239274
20140302,506.25,506,485,485.2,2441923
20140303,472.83,473,473,472.83,2696671
20140304,456.52,466,457,456.52,3142798
20140305,455.2,476,455,470.2,6094344
20140308,469.94,474,452,457.83,3746289
20140309,442.05,449,440,440.2,4258286
20140310,423.1,434,423,423.1,6268694
20140311,412.05,429,406,407.31,5586666
20140312,391.53,423,391,410.47,7040729
20140315,423.63,426,416,426.26,2249410
20140316,438.1,438,438,438.1,2755561
20140317,453.62,454,454,453.62,928714
20140318,459.15,459,459,459.15,1052010
20140319,465.46,465,465,465.46,2174255
20140325,478.09,478,466,478.09,13998110
20140326,481.51,492,469,489.41,7126570
20140329,492.04,498,488,498.35,10913943
20140330,513.09,518,506,517.56,2371816
20140331,532.3,532,532,532.3,2652942
20140405,550.19,550,550,550.19,923324
20140406,556.77,557,521,544.66,43723236
20140407,548.87,558,528,548.35,12302991
20140408,559.13,569,550,564.13,23274252
20140409,561.77,562,544,552.56,8668411
20140412,552.29,553,527,526.51,8777657
20140413,515.72,518,511,511.25,4693096
20140414,491.51,504,492,491.51,10169787
20140415,491.51,511,479,511.25,12341043
20140416,515.46,524,513,521.24,10360913
20140419,523.61,526,502,502.3,7066579
20140420,523.35,523,523,523.35,3531980
20140421,544.14,544,544,544.14,2458341
20140422,561.24,561,535,549.93,36535101
20140423,534.4,568,534,547.29,16283613
20140426,575.45,575,575,575.45,3356481
20140427,598.34,598,584,596.76,37466925
20140428,582.55,608,582,592.02,23995709
20140429,602.29,602,575,580.18,18928004
20140430,584.66,603,580,603.34,34135028
20140503,626.49,626,611,626.49,58337212
20140504,625.44,645,614,642.02,29857486
20140505,655.44,655,655,655.44,13287831
20140506,681.49,681,659,664.38,102584886
20140507,663.07,706,661,705.69,94949952
20140510,713.06,726,679,694.64,54268210
20140511,696.75,729,684,702.54,30409226
20140512,704.9,739,699,738.85,70835352
20140514,755.16,765,739,764.63,87204480
20140517,729.37,729,729,729.37,13042069
20140518,705.17,758,705,758.32,180671779
20140519,752.53,770,718,717.8,81417547
20140520,714.38,731,699,699.9,39074118
20140521,693.33,718,687,697.27,18424688
20140524,705.17,716,676,679.64,18254356
